,Number,First Letter,Estimated_Price,CarPlate,Price,Company,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
2748,6838,S,5000.0,SGA6838Y,5000,Carplate,4,SGA,Y,8,0,0,Yes,3,18,0,4,2,36
2749,6868,S,5127.333333333333,SNC6868S,6888,Carplate,4,SNC,S,8,0,0,Yes,7,18,0,6,2,36
2750,6868,S,5127.333333333333,SCG6868B,6888,SGCarMart,4,SCG,B,8,0,0,Yes,19,18,0,6,2,36
2751,6868,S,5127.333333333333,SNC6868C,5000,CarPlateMart,4,SNC,C,8,0,0,Yes,18,18,0,4,2,36
2752,6868,S,5127.333333333333,SNF6868B,4800,SGCarMart,4,SNF,B,8,0,0,Yes,19,18,0,4,2,36
2753,6868,S,5127.333333333333,SCM6868U,3800,CarPlateMart,4,SCM,U,8,0,0,Yes,5,18,0,3,1,36
2754,6868,S,5127.333333333333,SMA6868P,3388,CarPlateMart,4,SMA,P,8,0,0,Yes,9,18,0,3,1,36
2755,6877,S,4300.0,SLV6877P,4300,CarPlateMart,4,SLV,P,8,0,1,Yes,9,18,0,4,1,36
2756,6880,S,3888.0,SGN6880E,3888,Carplate,4,SGN,E,8,0,1,Yes,16,18,0,3,1,36
2757,6886,F,5000.0,FBD6886B,5000,Carplate,4,FBD,B,8,0,1,Yes,19,5,0,4,2,36
2758,6886,S,3888.0,SGK6886E,3888,Carplate,4,SGK,E,8,0,1,Yes,16,18,0,3,1,36
2759,6888,E,23888.0,ET6888B,23888,CarPlateMart,4,ET,B,7,0,1,Yes,19,4,1,15,6,36
2760,6888,S,4637.6,SLQ6888J,6300,CarPlateMart,4,SLQ,J,8,0,1,Yes,13,18,0,6,2,36
2761,6888,S,4637.6,SGV6888S,6000,CarPlateMart,4,SGV,S,8,0,1,Yes,7,18,0,5,2,36
2762,6888,S,4637.6,SNA6888U,5000,CarPlateMart,4,SNA,U,8,0,1,Yes,5,18,0,4,2,36
2763,6888,S,4637.6,SLX6888Y,3888,CarPlateMart,4,SLX,Y,8,0,1,Yes,3,18,0,3,1,36
2764,6888,S,4637.6,SNA6888U,2000,Carplate,4,SNA,U,8,0,1,Yes,5,18,0,1,1,36
2765,6900,S,2500.0,SLP6900L,2500,Carplate,4,SLP,L,8,0,1,No,11,18,0,2,1,36
2766,6911,S,8000.0,SKK6911T,8000,Carplate,4,SKK,T,8,0,1,No,6,18,0,7,3,37
2767,6963,S,2100.0,SKH6963J,2100,Carplate,4,SKH,J,8,0,0,No,13,18,0,2,1,37
2768,6969,S,7596.428571428572,SLJ6969X,15000,Carplate,4,SLJ,X,8,0,0,No,4,18,0,12,4,37
2769,6969,S,7596.428571428572,SMR6969S,9699,Carplate,4,SMR,S,8,0,0,No,7,18,0,9,3,37
2770,6969,S,7596.428571428572,SMN6969M,6900,Carplate,4,SMN,M,8,0,0,No,10,18,0,6,2,37
2771,6969,S,7596.428571428572,SBY6969K,6888,Carplate,4,SBY,K,8,0,0,No,12,18,0,6,2,37
2772,6969,S,7596.428571428572,SLF6969S,6888,Carplate,4,SLF,S,8,0,0,No,7,18,0,6,2,37
2773,6969,S,7596.428571428572,SLS6969Z,4000,CarPlateMart,4,SLS,Z,8,0,0,No,2,18,0,3,1,37
2774,6969,S,7596.428571428572,SNC6969J,3800,SGCarMart,4,SNC,J,8,0,0,No,13,18,0,3,1,37
2775,6976,F,400.0,FBF6976P,400,Carplate,4,FBF,P,8,0,0,No,9,5,0,0,1,37
2776,6976,S,5688.0,SJL6976M,5688,Carplate,4,SJL,M,8,0,0,No,10,18,0,5,2,37
2777,6978,E,16888.0,EA6978A,16888,Carplate,4,EA,A,7,0,0,Yes,1,4,1,13,5,37
2778,6996,S,4949.0,SKX6996E,4949,Carplate,4,SKX,E,8,0,1,No,16,18,0,4,2,37
2779,6999,S,6388.0,SMD6999D,8888,Carplate,4,SMD,D,8,0,1,No,17,18,0,8,3,37
2780,6999,S,6388.0,SMV6999J,3888,Carplate,4,SMV,J,8,0,1,No,13,18,0,3,1,37
2781,7000,S,6992.0,SMU7000P,10888,Carplate,4,SMU,P,8,0,1,No,9,18,0,10,3,37
2782,7000,S,6992.0,SBQ7000R,6200,SGCarMart,4,SBQ,R,8,0,1,No,8,18,0,6,2,37
2783,7000,S,6992.0,SMA7000U,3888,Carplate,4,SMA,U,8,0,1,No,5,18,0,3,1,37
2784,7002,S,3200.0,SMH7002C,3200,CarPlateMart,4,SMH,C,8,0,1,No,18,18,0,3,1,37
2785,7007,S,27962.666666666668,SBK7007D,4888,CarPlateMart,4,SBK,D,8,0,1,No,17,18,0,4,2,37
2786,7007,S,27962.666666666668,SW7007P,41000,CarPlateMart,4,SW,P,7,0,1,No,9,18,0,17,8,37
2787,7007,S,27962.666666666668,SW7007P,38000,Carplate,4,SW,P,7,0,1,No,9,18,0,16,8,37
2788,7017,S,1288.0,SMH7017K,1288,Carplate,4,SMH,K,8,0,0,No,12,18,0,1,1,37
2789,7070,S,3888.0,SMF7070R,3888,Carplate,4,SMF,R,8,0,0,No,8,18,0,3,1,38
2790,7077,A,8888.0,AZ7077J,8888,Carplate,4,AZ,J,7,0,1,No,13,0,0,8,3,38
2791,7077,S,1888.0,SJZ7077C,1888,SGCarMart,4,SJZ,C,8,0,1,No,18,18,0,1,1,38
2792,7097,S,2999.0,SMU7097K,2999,CarPlateMart,4,SMU,K,8,0,0,No,12,18,0,2,1,38
2793,7100,S,5550.0,SJC7100P,7100,Carplate,4,SJC,P,8,0,1,No,9,18,0,7,2,38
2794,7100,S,5550.0,SJC7100P,4000,CarPlateMart,4,SJC,P,8,0,1,No,9,18,0,3,1,38
2795,7111,S,2500.0,SGK7111B,2500,CarPlateMart,4,SGK,B,8,0,1,No,19,18,0,2,1,38
2796,7117,E,22888.0,ET7117L,22888,Carplate,4,ET,L,7,0,1,No,11,4,1,15,6,38
2797,7117,S,3188.0,SNB7117A,3888,Carplate,4,SNB,A,8,0,1,No,1,18,0,3,1,38
2798,7117,S,3188.0,SMN7117Z,3788,CarPlateMart,4,SMN,Z,8,0,1,No,2,18,0,3,1,38
2799,7117,S,3188.0,SGN7117U,1888,SGCarMart,4,SGN,U,8,0,1,No,5,18,0,1,1,38
2800,7123,E,17800.0,EU7123M,17800,CarPlateMart,4,EU,M,7,0,0,No,10,4,1,13,5,38
2801,7128,E,10358.666666666666,EZ7128Z,16000,Carplate,4,EZ,Z,7,0,0,Yes,2,4,1,12,4,38
2802,7128,E,10358.666666666666,EN7128L,7788,Carplate,4,EN,L,7,0,0,Yes,11,4,1,7,3,38
2803,7128,E,10358.666666666666,EN7128L,7288,CarPlateMart,4,EN,L,7,0,0,Yes,11,4,1,7,2,38
2804,7133,S,21844.0,SE7133C,21888,CarPlateMart,4,SE,C,7,0,1,No,18,18,0,15,6,38
2805,7133,S,21844.0,SE7133C,21800,SGCarMart,4,SE,C,7,0,1,No,18,18,0,15,6,38
2806,7171,S,4541.0,SME7171M,5888,Carplate,4,SME,M,8,0,0,No,10,18,0,5,2,38
2807,7171,S,4541.0,SME7171M,5000,CarPlateMart,4,SME,M,8,0,0,No,10,18,0,4,2,38
2808,7171,S,4541.0,SKZ7171B,3888,Carplate,4,SKZ,B,8,0,0,No,19,18,0,3,1,38
2809,7171,S,4541.0,SMD7171T,3388,CarPlateMart,4,SMD,T,8,0,0,No,6,18,0,3,1,38
2810,7181,S,1888.0,SFV7181C,1888,Carplate,4,SFV,C,8,0,0,Yes,18,18,0,1,1,38
2811,7188,S,2500.0,SMP7188H,2500,CarPlateMart,4,SMP,H,8,0,1,Yes,14,18,0,2,1,38
2812,7200,S,5000.0,SLR7200G,5000,CarPlateMart,4,SLR,G,8,0,1,No,15,18,0,4,2,38
2813,7222,S,2288.0,SMV7222K,2288,Carplate,4,SMV,K,8,0,1,No,12,18,0,2,1,38
2814,7222,S,2288.0,SMV7222K,2288,CarPlateMart,4,SMV,K,8,0,1,No,12,18,0,2,1,38
2815,7227,S,3888.0,SDM7227B,3888,SGCarMart,4,SDM,B,8,0,1,No,19,18,0,3,1,38
2816,7272,S,3500.0,SJZ7272E,3500,CarPlateMart,4,SJZ,E,8,0,0,No,16,18,0,3,1,38
2817,7289,F,2000.0,FBH7289Y,2000,Carplate,4,FBH,Y,8,0,0,Yes,3,5,0,1,1,38
2818,7317,S,2000.0,SLU7317M,2000,Carplate,4,SLU,M,8,0,0,No,10,18,0,1,1,39
2819,7333,S,800.0,SKU7333C,800,SGCarMart,4,SKU,C,8,0,1,No,18,18,0,0,1,39
2820,7334,S,1500.0,SLC7334H,1500,Carplate,4,SLC,H,8,0,1,No,14,18,0,1,1,39
2821,7355,E,28000.0,E7355S,28000,CarPlateMart,4,E,S,6,0,1,No,7,4,1,15,7,39
2822,7369,S,7369.0,SMT7369G,7369,CarPlateMart,4,SMT,G,8,0,0,No,15,18,0,7,2,39
2823,7373,G,1688.0,GBL7373R,1688,Carplate,4,GBL,R,8,0,0,No,8,6,0,1,1,39
2824,7373,S,6500.0,SCV7373B,6500,CarPlateMart,4,SCV,B,8,0,0,No,19,18,0,6,2,39
2825,7377,E,23777.0,EJ7377E,23777,Carplate,4,EJ,E,7,0,1,No,16,4,1,15,6,39
2826,7385,E,28888.0,E7385S,38888,CarPlateMart,4,E,S,6,0,0,Yes,7,4,1,16,8,39
2827,7385,E,28888.0,E7385S,18888,Carplate,4,E,S,6,0,0,Yes,7,4,1,14,5,39
2828,7400,S,2594.0,SJC7400Z,2900,CarPlateMart,4,SJC,Z,8,0,1,No,2,18,0,2,1,39
2829,7400,S,2594.0,SMW7400H,2288,Carplate,4,SMW,H,8,0,1,No,14,18,0,2,1,39
2830,7430,S,888.0,SJQ7430M,888,Carplate,4,SJQ,M,8,0,0,No,10,18,0,0,1,39
2831,7441,S,10000.0,SLB7441L,10000,Carplate,4,SLB,L,8,0,1,No,11,18,0,9,3,39
2832,7444,F,2000.0,FV7444U,2000,Carplate,4,FV,U,7,0,1,No,5,5,0,1,1,39
2833,7444,S,2000.0,SMG7444R,2000,Carplate,4,SMG,R,8,0,1,No,8,18,0,1,1,39
2834,7456,E,8888.0,EN7456P,8888,Carplate,4,EN,P,7,0,0,No,9,4,1,8,3,39
2835,7468,S,5665.0,SMC7468T,5665,CarPlateMart,4,SMC,T,8,0,0,Yes,6,18,0,5,2,39
2836,7474,S,7474.0,SNB7474T,7474,Carplate,4,SNB,T,8,0,0,No,6,18,0,7,3,39
2837,7477,S,1500.0,SKM7477M,1500,Carplate,4,SKM,M,8,0,1,No,10,18,0,1,1,39
2838,7553,S,688.0,SMA7553R,688,Carplate,4,SMA,R,8,0,1,No,8,18,0,0,1,39
2839,7557,S,2988.0,SBA7557K,3888,Carplate,4,SBA,K,8,0,1,No,12,18,0,3,1,39
2840,7557,S,2988.0,SMQ7557X,2088,Carplate,4,SMQ,X,8,0,1,No,4,18,0,2,1,39
2841,7575,F,2888.0,FBG7575B,2888,Carplate,4,FBG,B,8,0,0,No,19,5,0,2,1,39
2842,7577,S,8888.0,SBQ7577T,8888,Carplate,4,SBQ,T,8,0,1,No,6,18,0,8,3,39
2843,7600,S,3000.0,SFG7600P,3000,CarPlateMart,4,SFG,P,8,0,1,No,9,18,0,2,1,40
2844,7626,S,5888.0,SJG7626T,5888,Carplate,4,SJG,T,8,0,0,No,6,18,0,5,2,40
2845,7644,S,2000.0,SMZ7644E,2000,CarPlateMart,4,SMZ,E,8,0,1,No,16,18,0,1,1,40
2846,7666,S,4344.0,SDA7666E,4888,Carplate,4,SDA,E,8,0,1,No,16,18,0,4,2,40
2847,7666,S,4344.0,SGF7666R,3800,CarPlateMart,4,SGF,R,8,0,1,No,8,18,0,3,1,40
2848,7667,S,5000.0,SLX7667L,5000,Carplate,4,SLX,L,8,0,1,No,11,18,0,4,2,40
2849,7675,S,888.0,SGQ7675J,888,SGCarMart,4,SGQ,J,8,0,0,No,13,18,0,0,1,40
2850,7676,E,15000.0,EU7676J,15000,Carplate,4,EU,J,7,0,0,No,13,4,1,12,4,40
2851,7676,S,5197.0,SDM7676M,10000,Carplate,4,SDM,M,8,0,0,No,10,18,0,9,3,40
2852,7676,S,5197.0,SMF7676T,5000,CarPlateMart,4,SMF,T,8,0,0,No,6,18,0,4,2,40
2853,7676,S,5197.0,SKA7676T,3500,CarPlateMart,4,SKA,T,8,0,0,No,6,18,0,3,1,40
2854,7676,S,5197.0,SMT7676U,2288,Carplate,4,SMT,U,8,0,0,No,5,18,0,2,1,40
2855,7700,S,6498.333333333333,SBM7700A,10000,Carplate,4,SBM,A,8,0,1,No,1,18,0,9,3,40
2856,7700,S,6498.333333333333,SKL7700Z,8000,Carplate,4,SKL,Z,8,0,1,No,2,18,0,7,3,40
2857,7700,S,6498.333333333333,SKL7700Z,6000,CarPlateMart,4,SKL,Z,8,0,1,No,2,18,0,5,2,40
2858,7700,S,6498.333333333333,SBM7700A,6000,CarPlateMart,4,SBM,A,8,0,1,No,1,18,0,5,2,40
2859,7700,S,6498.333333333333,SGW7700M,5000,CarPlateMart,4,SGW,M,8,0,1,No,10,18,0,4,2,40
2860,7700,S,6498.333333333333,SGT7700D,3990,SGCarMart,4,SGT,D,8,0,1,No,17,18,0,3,1,40
2861,7705,S,7705.0,SGL7705H,7705,Carplate,4,SGL,H,8,0,1,No,14,18,0,7,3,40
2862,7711,S,4592.0,SFN7711R,6888,Carplate,4,SFN,R,8,0,1,No,8,18,0,6,2,40
2863,7711,S,4592.0,SJP7711H,5000,Carplate,4,SJP,H,8,0,1,No,14,18,0,4,2,40
2864,7711,S,4592.0,SJB7711G,1888,Carplate,4,SJB,G,8,0,1,No,15,18,0,1,1,40
2865,7733,E,13388.0,EY7733G,12888,CarPlateMart,4,EY,G,7,0,1,No,15,4,1,11,4,40
2866,7733,E,13388.0,EY7733G,13888,Carplate,4,EY,G,7,0,1,No,15,4,1,11,4,40
2867,7733,S,4758.666666666667,SBD7733C,5888,Carplate,4,SBD,C,8,0,1,No,18,18,0,5,2,40
2868,7733,S,4758.666666666667,SKA7733L,4888,Carplate,4,SKA,L,8,0,1,No,11,18,0,4,2,40
2869,7733,S,4758.666666666667,SFP7733S,3500,CarPlateMart,4,SFP,S,8,0,1,No,7,18,0,3,1,40
2870,7741,S,1088.0,SKU7741H,1088,Carplate,4,SKU,H,8,0,1,No,14,18,0,1,1,40
2871,7744,S,3888.0,SFQ7744E,3888,Carplate,4,SFQ,E,8,0,1,No,16,18,0,3,1,40
2872,7749,S,7000.0,SMA7749T,7000,Carplate,4,SMA,T,8,0,1,No,6,18,0,6,2,40
2873,7755,S,3462.6666666666665,SJV7755A,3888,Carplate,4,SJV,A,8,0,1,No,1,18,0,3,1,40
2874,7755,S,3462.6666666666665,SLQ7755C,3500,CarPlateMart,4,SLQ,C,8,0,1,No,18,18,0,3,1,40
2875,7755,S,3462.6666666666665,SNB7755H,3000,CarPlateMart,4,SNB,H,8,0,1,No,14,18,0,2,1,40
2876,7765,E,9999.0,EM7765C,9999,SGCarMart,4,EM,C,7,0,1,No,18,4,1,9,3,40
2877,7766,S,3800.0,SKT7766T,3800,Carplate,4,SKT,T,8,0,1,No,6,18,0,3,1,40
2878,7770,S,4062.6666666666665,SDP7770H,4300,CarPlateMart,4,SDP,H,8,0,1,No,14,18,0,4,1,40
2879,7770,S,4062.6666666666665,SLX7770X,4000,CarPlateMart,4,SLX,X,8,0,1,No,4,18,0,3,1,40
2880,7770,S,4062.6666666666665,SMU7770A,3888,Carplate,4,SMU,A,8,0,1,No,1,18,0,3,1,40
2881,7771,S,3888.0,SMQ7771T,3888,Carplate,4,SMQ,T,8,0,1,No,6,18,0,3,1,40
2882,7774,S,7774.0,SLQ7774Y,7774,Carplate,4,SLQ,Y,8,0,1,No,3,18,0,7,3,40
2883,7775,S,2838.0,SMH7775U,3788,CarPlateMart,4,SMH,U,8,0,1,No,5,18,0,3,1,40
2884,7775,S,2838.0,SMJ7775U,1888,Carplate,4,SMJ,U,8,0,1,No,5,18,0,1,1,40
2885,7776,S,3500.0,SFN7776D,3500,CarPlateMart,4,SFN,D,8,0,1,No,17,18,0,3,1,40
2886,7777,F,7000.0,FBJ7777U,7000,Carplate,4,FBJ,U,8,1,1,No,5,5,0,6,2,40
2887,7777,S,44191.36363636364,SC7777E,245000,CarPlateMart,4,SC,E,7,1,1,No,16,18,0,24,20,40
2888,7777,S,44191.36363636364,SBA7777S,50777,Carplate,4,SBA,S,8,1,1,No,7,18,0,18,9,40
2889,7777,S,44191.36363636364,SMS7777S,27777,SGCarMart,4,SMS,S,8,1,1,No,7,18,0,15,7,40
2890,7777,S,44191.36363636364,SFK7777S,27000,Carplate,4,SFK,S,8,1,1,No,7,18,0,15,7,40
2891,7777,S,44191.36363636364,SJV7777L,22888,Carplate,4,SJV,L,8,1,1,No,11,18,0,15,6,40
2892,7777,S,44191.36363636364,SJV7777L,19999,CarPlateMart,4,SJV,L,8,1,1,No,11,18,0,14,5,40
2893,7777,S,44191.36363636364,SNC7777P,19888,Carplate,4,SNC,P,8,1,1,No,9,18,0,14,5,40
2894,7777,S,44191.36363636364,SNC7777P,19888,SGCarMart,4,SNC,P,8,1,1,No,9,18,0,14,5,40
2895,7777,S,44191.36363636364,SNC7777P,19888,CarPlateMart,4,SNC,P,8,1,1,No,9,18,0,14,5,40
2896,7777,S,44191.36363636364,SJU7777S,18000,Carplate,4,SJU,S,8,1,1,No,7,18,0,13,5,40
2897,7777,S,44191.36363636364,SLP7777C,15000,CarPlateMart,4,SLP,C,8,1,1,No,18,18,0,12,4,40
2898,7778,S,5522.0,SJP7778R,6778,Carplate,4,SJP,R,8,0,1,Yes,8,18,0,6,2,40
2899,7778,S,5522.0,SLQ7778L,5800,Carplate,4,SLQ,L,8,0,1,Yes,11,18,0,5,2,40
2900,7778,S,5522.0,SMY7778H,5777,CarPlateMart,4,SMY,H,8,0,1,Yes,14,18,0,5,2,40
2901,7778,S,5522.0,SKZ7778B,5000,Carplate,4,SKZ,B,8,0,1,Yes,19,18,0,4,2,40
2902,7778,S,5522.0,SKZ7778B,5000,CarPlateMart,4,SKZ,B,8,0,1,Yes,19,18,0,4,2,40
2903,7778,S,5522.0,SMY7778H,4777,Carplate,4,SMY,H,8,0,1,Yes,14,18,0,4,2,40
2904,7779,S,2888.0,SLS7779Z,2888,CarPlateMart,4,SLS,Z,8,0,1,No,2,18,0,2,1,40
2905,7787,S,2250.0,SGL7787X,2500,Carplate,4,SGL,X,8,0,1,Yes,4,18,0,2,1,40
2906,7787,S,2250.0,SGL7787X,2000,CarPlateMart,4,SGL,X,8,0,1,Yes,4,18,0,1,1,40
2907,7788,E,42944.0,EG7788T,52000,Carplate,4,EG,T,7,0,1,Yes,6,4,1,18,9,40
2908,7788,E,42944.0,ES7788E,33888,Carplate,4,ES,E,7,0,1,Yes,16,4,1,16,8,40
2909,7788,S,58764.57142857143,S7788P,380000,Carplate,4,S,P,6,0,1,Yes,9,18,0,25,23,40
2910,7788,S,58764.57142857143,SBZ7788D,10888,Carplate,4,SBZ,D,8,0,1,Yes,17,18,0,10,3,40
2911,7788,S,58764.57142857143,SKZ7788Y,6188,CarPlateMart,4,SKZ,Y,8,0,1,Yes,3,18,0,6,2,40
2912,7788,S,58764.57142857143,SJL7788H,3888,Carplate,4,SJL,H,8,0,1,Yes,14,18,0,3,1,40
2913,7788,S,58764.57142857143,SND7788C,3800,SGCarMart,4,SND,C,8,0,1,Yes,18,18,0,3,1,40
2914,7788,S,58764.57142857143,SCG7788S,3388,Carplate,4,SCG,S,8,0,1,Yes,7,18,0,3,1,40
2915,7788,S,58764.57142857143,SDT7788L,3200,CarPlateMart,4,SDT,L,8,0,1,Yes,11,18,0,3,1,40
2916,7797,S,3888.0,SDU7797E,3888,CarPlateMart,4,SDU,E,8,0,1,No,16,18,0,3,1,40
2917,7799,S,3000.0,SGJ7799Y,3000,Carplate,4,SGJ,Y,8,0,1,No,3,18,0,2,1,40
2918,7838,S,1888.0,SCV7838C,1888,SGCarMart,4,SCV,C,8,0,0,Yes,18,18,0,1,1,40
2919,7839,S,3500.0,SMF7839T,3500,CarPlateMart,4,SMF,T,8,0,0,Yes,6,18,0,3,1,40
2920,7873,E,25000.0,EY7873K,25000,Carplate,4,EY,K,7,0,0,Yes,12,4,1,15,6,41
2921,7877,S,3500.0,SMQ7877Y,3500,CarPlateMart,4,SMQ,Y,8,0,1,Yes,3,18,0,3,1,41
2922,7878,S,7819.0,SGC7878P,13000,Carplate,4,SGC,P,8,0,0,Yes,9,18,0,11,4,41
2923,7878,S,7819.0,SDX7878P,10000,CarPlateMart,4,SDX,P,8,0,0,Yes,9,18,0,9,3,41
2924,7878,S,7819.0,SJR7878A,6888,Carplate,4,SJR,A,8,0,0,Yes,1,18,0,6,2,41
2925,7878,S,7819.0,SDU7878E,1388,SGCarMart,4,SDU,E,8,0,0,Yes,16,18,0,1,1,41
2926,7880,S,2000.0,SDN7880J,2000,Carplate,4,SDN,J,8,0,1,Yes,13,18,0,1,1,41
2927,7887,S,7375.0,SKG7887U,15800,Carplate,4,SKG,U,8,0,1,Yes,5,18,0,12,4,41
2928,7887,S,7375.0,SBV7887R,6000,CarPlateMart,4,SBV,R,8,0,1,Yes,8,18,0,5,2,41
2929,7887,S,7375.0,SBV7887Y,4000,Carplate,4,SBV,Y,8,0,1,Yes,3,18,0,3,1,41
2930,7887,S,7375.0,SFJ7887M,3700,SGCarMart,4,SFJ,M,8,0,1,Yes,10,18,0,3,1,41
2931,7888,G,2888.0,GV7888K,2888,Carplate,4,GV,K,7,0,1,Yes,12,6,0,2,1,41
2932,7888,S,4800.0,SNF7888L,4800,SGCarMart,4,SNF,L,8,0,1,Yes,11,18,0,4,2,41
2933,7889,E,18000.0,EM7889D,18000,Carplate,4,EM,D,7,0,1,Yes,17,4,1,13,5,41
2934,7899,S,3100.0,SMT7899T,3100,CarPlateMart,4,SMT,T,8,0,1,Yes,6,18,0,3,1,41
2935,7959,S,4888.0,SMC7959T,4888,Carplate,4,SMC,T,8,0,0,No,6,18,0,4,2,41
2936,7966,S,1200.0,SMC7966Y,1200,Carplate,4,SMC,Y,8,0,1,No,3,18,0,1,1,41
2937,7973,S,2888.0,SGR7973T,2888,CarPlateMart,4,SGR,T,8,0,0,No,6,18,0,2,1,41
2938,7974,S,4000.0,SKQ7974Z,4000,CarPlateMart,4,SKQ,Z,8,0,0,No,2,18,0,3,1,41
2939,7979,E,17844.0,EU7979K,18888,Carplate,4,EU,K,7,0,0,No,12,4,1,14,5,41
2940,7979,E,17844.0,EU7979K,16800,SGCarMart,4,EU,K,7,0,0,No,12,4,1,13,5,41
2941,7979,F,1500.0,FBN7979H,1500,Carplate,4,FBN,H,8,0,0,No,14,5,0,1,1,41
2942,7979,S,4727.833333333333,SKD7979D,7979,CarPlateMart,4,SKD,D,8,0,0,No,17,18,0,7,3,41
2943,7979,S,4727.833333333333,SKK7979S,5888,Carplate,4,SKK,S,8,0,0,No,7,18,0,5,2,41
2944,7979,S,4727.833333333333,SLL7979A,5000,Carplate,4,SLL,A,8,0,0,No,1,18,0,4,2,41
2945,7979,S,4727.833333333333,SMD7979E,3500,CarPlateMart,4,SMD,E,8,0,0,No,16,18,0,3,1,41
2946,7979,S,4727.833333333333,SKS7979A,3000,Carplate,4,SKS,A,8,0,0,No,1,18,0,2,1,41
2947,7979,S,4727.833333333333,SLD7979S,3000,Carplate,4,SLD,S,8,0,0,No,7,18,0,2,1,41
2948,7988,S,26800.0,SW7988H,26800,SGCarMart,4,SW,H,7,0,1,Yes,14,18,0,15,7,41
2949,7997,S,3494.0,SGD7997Z,4888,SGCarMart,4,SGD,Z,8,0,1,No,2,18,0,4,2,41
2950,7997,S,3494.0,SCF7997K,2100,CarPlateMart,4,SCF,K,8,0,1,No,12,18,0,2,1,41
2951,7999,S,8000.0,SMG7999G,8000,Carplate,4,SMG,G,8,0,1,No,15,18,0,7,3,41
2952,8000,S,5122.0,SMS8000T,6888,Carplate,4,SMS,T,8,0,1,Yes,6,18,0,6,2,41
2953,8000,S,5122.0,SLX8000D,5000,Carplate,4,SLX,D,8,0,1,Yes,17,18,0,4,2,41
2954,8000,S,5122.0,SKZ8000E,4800,Carplate,4,SKZ,E,8,0,1,Yes,16,18,0,4,2,41
2955,8000,S,5122.0,SMJ8000R,3800,SGCarMart,4,SMJ,R,8,0,1,Yes,8,18,0,3,1,41
2956,8001,S,3500.0,SLS8001C,3500,CarPlateMart,4,SLS,C,8,0,1,Yes,18,18,0,3,1,41
2957,8002,E,9888.0,ES8002H,9888,SGCarMart,4,ES,H,7,0,1,Yes,14,4,1,9,3,41
2958,8005,S,9888.0,SMZ8005T,9888,Carplate,4,SMZ,T,8,0,1,Yes,6,18,0,9,3,41
2959,8007,S,4000.0,SGJ8007T,4000,Carplate,4,SGJ,T,8,0,1,Yes,6,18,0,3,1,41
2960,8008,S,11000.0,SLH8008S,12000,CarPlateMart,4,SLH,S,8,0,1,Yes,7,18,0,10,4,41
2961,8008,S,11000.0,SLH8008S,10000,Carplate,4,SLH,S,8,0,1,Yes,7,18,0,9,3,41
2962,8010,S,8010.0,SDK8010M,8010,Carplate,4,SDK,M,8,0,0,Yes,10,18,0,8,3,41
2963,8028,S,8028.0,SCF8028B,8028,Carplate,4,SCF,B,8,0,0,Yes,19,18,0,8,3,41
2964,8033,S,2888.0,SFF8033A,2888,Carplate,4,SFF,A,8,0,1,Yes,1,18,0,2,1,41
2965,8051,E,10000.0,EL8051C,10000,CarPlateMart,4,EL,C,7,0,0,Yes,18,4,1,9,3,41
2966,8080,S,6262.666666666667,SFQ8080E,12000,Carplate,4,SFQ,E,8,0,0,Yes,16,18,0,10,4,42
2967,8080,S,6262.666666666667,SNC8080J,3500,SGCarMart,4,SNC,J,8,0,0,Yes,13,18,0,3,1,42
2968,8080,S,6262.666666666667,SNE8080Z,3288,SGCarMart,4,SNE,Z,8,0,0,Yes,2,18,0,3,1,42
2969,8081,S,8081.0,SFJ8081P,8081,Carplate,4,SFJ,P,8,0,0,Yes,9,18,0,8,3,42
2970,8088,S,6088.0,SMQ8088B,6088,CarPlateMart,4,SMQ,B,8,0,1,Yes,19,18,0,6,2,42
2971,8100,S,6994.0,SMM8100U,8100,Carplate,4,SMM,U,8,0,1,Yes,5,18,0,8,3,42
2972,8100,S,6994.0,SDM8100B,5888,CarPlateMart,4,SDM,B,8,0,1,Yes,19,18,0,5,2,42
2973,8101,S,8888.0,SLW8101B,8888,Carplate,4,SLW,B,8,0,0,Yes,19,18,0,8,3,42
2974,8108,S,5748.0,SMH8108A,8108,Carplate,4,SMH,A,8,0,0,Yes,1,18,0,8,3,42
2975,8108,S,5748.0,SKE8108P,3388,CarPlateMart,4,SKE,P,8,0,0,Yes,9,18,0,3,1,42
2976,8111,E,18000.0,EJ8111Z,18000,Carplate,4,EJ,Z,7,0,1,Yes,2,4,1,13,5,42
2977,8111,S,4500.0,SCP8111R,4500,CarPlateMart,4,SCP,R,8,0,1,Yes,8,18,0,4,2,42
2978,8115,S,3500.0,SFS8115D,3500,CarPlateMart,4,SFS,D,8,0,1,Yes,17,18,0,3,1,42
2979,8118,E,33888.0,EJ8118E,33888,Carplate,4,EJ,E,7,0,1,Yes,16,4,1,16,8,42
2980,8118,S,4244.0,SKR8118S,4688,Carplate,4,SKR,S,8,0,1,Yes,7,18,0,4,2,42
2981,8118,S,4244.0,SNE8118A,3800,SGCarMart,4,SNE,A,8,0,1,Yes,1,18,0,3,1,42
2982,8128,E,12388.0,EQ8128P,12888,Carplate,4,EQ,P,7,0,0,Yes,9,4,1,11,4,42
